symbol,name,lastsale,marketcap,adr_tso,ipoyear,sector,industry,summary_quote,serialid
DDD,3D Systems Corporation,16.76,1883148454.68,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ddd,1
MMM,3M Company,175.04,104450967701.12,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmm,2
WBAI,500.com Limited,13.32,552754119.24,n/a,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/wbai,3
WUBA,58.com Inc.,28,4051693968,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wuba,4
AHC,A.H. Belo Corporation,6.5,140895690,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/ahc,5
ATEN,"A10 Networks, Inc.",7.92,532270015.2,n/a,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/aten,6
AAC,"AAC Holdings, Inc.",8.17,193687015.17,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aac,7
AIR,AAR Corp.,32.98,1132171871.12,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/air,8
AAN,"Aaron&#39;s,  Inc.",29.93,2172268548.93,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aan,9
ABB,ABB Ltd,23.63,50471915807.83,n/a,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/abb,10
ABT,Abbott Laboratories,42.78,73846836000,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abt,11
ABBV,AbbVie Inc.,60.67,98594757058.04,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abbv,12
ANF,Abercrombie & Fitch Company,11.69,791120609.72,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/anf,13
GCH,"Aberdeen Greater China Fund, Inc.",9.22,82659826.28,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/gch,14
JEQ,"Aberdeen Japan Equity Fund, Inc. ",7.74,104095430.28,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/jeq,15
SGF,"Aberdeen Singapore Fund, Inc.",9.61,72615927.68,n/a,1990,n/a,n/a,http://www.nasdaq.com/symbol/sgf,16
ABM,ABM Industries Incorporated,40.86,2270006678.34,n/a,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/abm,17
AKR,Acadia Realty Trust,32.15,2599758438.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/akr,18
ACN,Accenture plc,114.49,73725943922.03,n/a,2001,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/acn,19
ACCO,Acco Brands Corporation,12.85,1378012219.25,n/a,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/acco,20
ATV,"Acorn International, Inc.",8.4992,32522664.7552,n/a,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/atv,21
ATU,Actuant Corporation,26.9,1592089196.8,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atu,22
AYI,Acuity Brands Inc,206.35,9098512137,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/ayi,23
GOLF,Acushnet Holdings Corp.,17.86,1323311660.28,n/a,2016,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/golf,24
ADX,"Adams Diversified Equity Fund, Inc.",13.25,1265934878.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adx,25
PEO,"Adams Natural Resources Fund, Inc.",20.29,579387138.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/peo,26
AGRO,Adecoagro S.A.,12.56,1525889619.12,n/a,2011,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/agro,27
ADPT,Adeptus Health Inc.,7.23,152697809.67,n/a,2014,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/adpt,28
ADNT,Adient plc,63.02,5904260361.52,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/adnt,29
AAP,Advance Auto Parts Inc,162.75,11987127468.75,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/aap,30
ADSW,"Advanced Disposal Services, Inc.",21.82,1914059935.34,n/a,2016,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/adsw,31
WMS,"Advanced Drainage Systems, Inc.",24.15,1330984432.05,n/a,2014,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/wms,32
ASX,"Advanced Semiconductor Engineering, Inc.",5.92,9082235488,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/asx,33
APFH,"AdvancePierre Foods Holdings, Inc.",28.18,2178450673,n/a,2016,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/apfh,34
ASIX,AdvanSix Inc.,26.45,806274450.7,n/a,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/asix,35
AAV,Advantage Oil & Gas Ltd,6.5,1200253164.5,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aav,36
AVK,Advent Claymore Convertible Securities and Income Fund,15.82,373049474.14,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/avk,37
AGC,Advent Claymore Convertible Securities and Income Fund II,6.1,196400943.6,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/agc,38
LCM,Advent/Claymore Enhanced Growth & Income Fund,8.62,117258075.5,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/lcm,39
ACM,AECOM,37.22,5729930416.4,n/a,2007,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/acm,40
ANW,Aegean Marine Petroleum Network Inc.,11.3,445263188.6,n/a,2006,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/anw,41
AEB,Aegon NV,23.17,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeb,42
AED,Aegon NV,25.9625,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aed,43
AEG,Aegon NV,5.62,11853498667.68,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeg,44
AEH,Aegon NV,25.41,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeh,45
AEK,Aegon NV,25.74,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aek,46
AER,Aercap Holdings N.V.,45.1,8196637893.4,n/a,2006,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aer,47
HIVE,"Aerohive Networks, Inc.",5.24,268371368.4,n/a,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/hive,48
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",18.59,1381237000,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ajrd,49
AET,Aetna Inc.,122.56,43006304000,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aet,50
AMG,"Affiliated Managers Group, Inc.",158.13,8668280680.29,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amg,51
MGR,"Affiliated Managers Group, Inc.",25.45,0,n/a,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/mgr,52
AFL,Aflac Incorporated,68.61,27999884257.68,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afl,53
AFSD,Aflac Incorporated,25.38,0,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afsd,54
MITT,"AG Mortgage Investment Trust, Inc.",17.48,484198691.92,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/mitt,55
MITT^A,"AG Mortgage Investment Trust, Inc.",25.15,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mitt^a,56
MITT^B,"AG Mortgage Investment Trust, Inc.",24.4675,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mitt^b,57
AGCO,AGCO Corporation,63.18,5071248905.58,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/agco,58
A,"Agilent Technologies, Inc.",49.38,15887910363.78,n/a,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/a,59
AEM,Agnico Eagle Mines Limited,49.21,11090288368.39,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/aem,60
ADC,Agree Realty Corporation,46.87,1213134991.38,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/adc,61
AGU,Agrium Inc.,103.29,14272149977.25,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/agu,62
AL,Air Lease Corporation,37,3805202433,n/a,2011,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/al,63
APD,"Air Products and Chemicals, Inc.",140.16,30475490432.64,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/apd,64
AYR,Aircastle Limited,22.79,1792071868.28,n/a,2006,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/ayr,65
AKS,AK Steel Holding Corporation,8.13,2544849510.6,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/aks,66
ALP^O,Alabama Power Company,28.12,0,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/alp^o,67
ALG,"Alamo Group, Inc.",77.07,887124331.17,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/alg,68
AGI,Alamos Gold Inc.,8.24,2200710318.8,n/a,2015,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/agi,69
ALK,"Alaska Air Group, Inc.",94.09,11598756570,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/alk,70
AIN,Albany International Corporation,48,1540800000,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/ain,71
ALB,Albemarle Corporation,94.27,10603106769.53,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/alb,72
AA,Alcoa Corporation,36.86,6742836475.7,n/a,2016,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/aa,73
ALR,Alere Inc.,38.93,3387013475.94,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/alr,74
ALR^B,Alere Inc.,326.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/alr^b,75
ALEX,"Alexander & Baldwin Holdings, Inc.",45.05,2208339647.4,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/alex,76
ALX,"Alexander&#39;s, Inc.",424.39,2167018520.44,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/alx,77
ARE,"Alexandria Real Estate Equities, Inc.",110.64,8786378347.44,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/are,78
ARE^D,"Alexandria Real Estate Equities, Inc.",34.4858,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/are^d,79
ARE^E,"Alexandria Real Estate Equities, Inc.",25.29,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/are^e,80
AQN,Algonquin Power & Utilities Corp.,8.95,2453078811.1,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aqn,81
BABA,Alibaba Group Holding Limited,100.39,250975000000,n/a,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/baba,82
Y,Alleghany Corporation,615.92,9497039858,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/y,83
ATI,Allegheny Technologies Incorporated,21.65,2358274746,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/ati,84
ALLE,Allegion plc,67.33,6464718767.24,n/a,2013,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/alle,85
AGN,Allergan plc.,230.87,86565214183.13,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agn,86
AGN^A,Allergan plc.,831.02,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agn^a,87
ALE,"Allete, Inc.",65.87,3258108049,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ale,88
AKP,Alliance California Municipal Income Fund Inc,13.56,116001298.08,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/akp,89
ADS,Alliance Data Systems Corporation,228.14,13177183659.86,n/a,2001,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ads,90
AFB,Alliance National Municipal Income Fund Inc,13.63,391793477.68,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/afb,91
AOI,"Alliance One International, Inc.",16.95,164875836.6,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/aoi,92
AWF,Alliance World Dollar Government Fund II,12.78,1102015272.06,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/awf,93
AB,AllianceBernstein Holding L.P.,23.75,2249526731.25,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ab,94
LNT,Alliant Energy Corporation,37.82,8604066186.96,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/lnt,95
NCV,AllianzGI Convertible & Income Fund,6.78,597900015.54,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/ncv,96
NCZ,AllianzGI Convertible & Income Fund II,6.1,454026306.2,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/ncz,97
ACV,AllianzGI Diversified Income & Convertible Fund,20.05,206013148.5,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/acv,98
NIE,AllianzGI Equity & Convertible Income Fund,19.26,533674665.9,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/nie,99
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",13.26,1257068964.06,n/a,2005,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nfj,100
AWH,"Allied World Assurance Company Holdings, AG",53.3,4637011575.3,n/a,2006,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/awh,101
ALSN,"Allison Transmission Holdings, Inc.",35.48,5867827761.56,n/a,2012,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alsn,102
ALL,Allstate Corporation (The),77.48,28531765550.6,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/all,103
ALL^A,Allstate Corporation (The),25.71,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^a,104
ALL^B,Allstate Corporation (The),26.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^b,105
ALL^C,Allstate Corporation (The),26.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^c,106
ALL^D,Allstate Corporation (The),26.94,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^d,107
ALL^E,Allstate Corporation (The),26.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^e,108
ALL^F,Allstate Corporation (The),26.15,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^f,109
ALLY,Ally Financial Inc.,22.71,10709980065.27,n/a,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ally,110
ALLY^A,Ally Financial Inc.,25.78,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ally^a,111
ALJ,"Alon USA Energy, Inc.",11.22,803259636.96,n/a,2005,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/alj,112
ALDW,"Alon USA Partners, LP",9.8,612698156,n/a,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/aldw,113
AGD,Alpine Global Dynamic Dividend Fund,9.4,117966070.8,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/agd,114
AWP,Alpine Global Premier Properties Fund,5.46,466327412.46,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/awp,115
AOD,Alpine Total Dynamic Dividend Fund,8.04,865050445.56,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/aod,116
RESI,Altisource Residential Corporation,12.64,680912274.88,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/resi,117
MO,Altria Group,71.49,139424854916.64,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/mo,118
ACH,Aluminum Corporation of China Limited,12.9,7690359768,n/a,2001,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/ach,119
AMBR,"Amber Road, Inc.",9.06,242984026.74,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ambr,120
ABEV,Ambev S.A.,5.49,86289706350,n/a,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/abev,121
AMC,"AMC Entertainment Holdings, Inc.",32.9,3624485515.7,n/a,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/amc,122
AMFW,Amec Plc Ord,5.59,2197606834.67,n/a,2014,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/amfw,123
AEE,Ameren Corporation,52.69,12784427506.62,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/aee,124
AMRC,"Ameresco, Inc.",5.15,236122447.85,n/a,2010,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/amrc,125
AMOV,"America Movil, S.A.B. de C.V.",12.41,40682462000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov,126
AMX,"America Movil, S.A.B. de C.V.",12.58,41239756000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amx,127
AAT,"American Assets Trust, Inc.",42.9,1957998042,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aat,128
AXL,"American Axle & Manufacturing Holdings, Inc.",20.2,1544757953.2,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/axl,129
ACC,American Campus Communities Inc,48.34,6385702108.36,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acc,130
AEO,"American Eagle Outfitters, Inc.",14.99,2726370287.28,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/aeo,131
AEP,"American Electric Power Company, Inc.",64.03,31484289457.99,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aep,132
AEL,American Equity Investment Life Holding Company,24.2,2131214478.8,n/a,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/ael,133
AXP,American Express Company,78.04,70548160000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/axp,134
AFA,"American Financial Group, Inc.",25.3256,0,n/a,2012,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afa,135
AFG,"American Financial Group, Inc.",90.81,7886484170.28,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afg,136
AFGE,"American Financial Group, Inc.",26.5,0,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afge,137
AFGH,"American Financial Group, Inc.",25.588,0,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afgh,138
AFW,"American Financial Group, Inc.",25.73,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afw,139
AMH,American Homes 4 Rent,22.6,5388560013.4,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amh,140
AMH^A,American Homes 4 Rent,28.1475,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amh^a,141
AMH^B,American Homes 4 Rent,28.2028,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^b,142
AMH^C,American Homes 4 Rent,27.57,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^c,143
AMH^D,American Homes 4 Rent,24.92,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^d,144
AMH^E,American Homes 4 Rent,24.46,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^e,145
AIG,"American International Group, Inc.",64.94,66702154627.86,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/aig,146
AIG.WS,"American International Group, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aig.ws,147
AMID,"American Midstream Partners, LP",17.45,568645121.85,n/a,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/amid,148
ARL,"American Realty Investors, Inc.",6.835,106040650.6,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/arl,149
ARA,"American Renal Associates Holdings, Inc",20.23,624460651.5,n/a,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ara,150
AWR,American States Water Company,44.09,1612360101.14,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awr,151
AMT,American Tower Corporation (REIT),105.25,44932672398,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amt,152
AMT^A,American Tower Corporation (REIT),102.6901,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amt^a,153
AMT^B,American Tower Corporation (REIT),101.8999,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amt^b,154
AVD,American Vanguard Corporation,16.75,491780653.25,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/avd,155
AWK,American Water Works,72.41,12889223804.47,n/a,2008,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awk,156
APU,"AmeriGas Partners, L.P.",48.97,4550626326.43,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/apu,157
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",121.26,19164870043.74,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amp,158
ABC,AmerisourceBergen Corporation (Holding Co),89.28,19650546391.68,n/a,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/abc,159
ANFI,Amira Nature Foods Ltd,6.04,180224618.52,n/a,2012,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/anfi,160
AGO^F,Assured Guaranty Ltd.,24.73,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^f,161
AMN,AMN Healthcare Services Inc,37.2,1787438647.2,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/amn,162
AP,Ampco-Pittsburgh Corporation,15.6,191421687.6,n/a,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/ap,163
APH,Amphenol Corporation,67.46,20809952189.4,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aph,164
BETR,"Amplify Snack Brands, inc.",10.26,787807379.7,n/a,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/betr,165
AXR,AMREP Corporation,6.8601,55415572.2354,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/axr,166
AME,"AMTEK, Inc.",51.51,11921061083.76,n/a,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/ame,167
AFSI^A,"AmTrust Financial Services, Inc.",25.1175,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^a,168
AFSI^B,"AmTrust Financial Services, Inc.",25.7976,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^b,169
AFSI^C,"AmTrust Financial Services, Inc.",25.83,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^c,170
AFSI^D,"AmTrust Financial Services, Inc.",25.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^d,171
AFSI^E,"AmTrust Financial Services, Inc.",26.3493,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^e,172
AFSI^F,"AmTrust Financial Services, Inc.",24.489,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^f,173
AFSS,"AmTrust Financial Services, Inc.",26.16,0,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afss,174
AFST,"AmTrust Financial Services, Inc.",26.2,0,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afst,175
AEUA,Anadarko Petroleum Corporation,43.5,0,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aeua,176
APC,Anadarko Petroleum Corporation,70.4,39346623148.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apc,177
AU,AngloGold Ashanti Limited,13.03,5316288041.61,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/au,178
BUD,Anheuser-Busch Inbev SA,105.3,203618776479.3,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/bud,179
AXE,Anixter International Inc.,84,2776711224,n/a,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/axe,180
NLY,Annaly Capital Management Inc,10.31,10504548081.33,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nly,181
NLY^A,Annaly Capital Management Inc,25.39,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^a,182
NLY^C,Annaly Capital Management Inc,24.39,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^c,183
NLY^D,Annaly Capital Management Inc,24.23,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^d,184
NLY^E,Annaly Capital Management Inc,24.6,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^e,185
AM,Antero Midstream Partners LP,33.76,5985622578.72,n/a,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/am,186
AR,Antero Resources Corporation,26.16,8212599741.84,n/a,2013,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ar,187
ANTM,"Anthem, Inc.",159.08,41907302795.68,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antm,188
ANTX,"Anthem, Inc.",49.3,12987365022.8,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antx,189
ANH,Anworth Mortgage Asset  Corporation,5.18,495793899.44,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/anh,190
ANH^A,Anworth Mortgage Asset  Corporation,25.5465,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^a,191
ANH^B,Anworth Mortgage Asset  Corporation,25.6245,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^b,192
ANH^C,Anworth Mortgage Asset  Corporation,24.705,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^c,193
AON,Aon plc,114.06,30008506886.76,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/aon,194
APA,Apache Corporation,59.64,22629165479.76,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apa,195
AIV,Apartment Investment and Management Company,44.44,6972102586.68,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aiv,196
AIV^A,Apartment Investment and Management Company,26.0008,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aiv^a,197
