symbol,name,lastsale,marketcap,adr_tso,ipoyear,sector,industry,summary_quote,serialid
PIH,"1347 Property Insurance Holdings, Inc.",6.5001,38733224.8866,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pih,1
FLWS,"1-800 FLOWERS.COM, Inc.",9.5,620176017,n/a,1999,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/flws,2
FCCY,1st Constitution Bancorp (NJ),18,143699292,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fccy,3
SRCE,1st Source Corporation,44.82,1159751204.64,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/srce,4
VNET,"21Vianet Group, Inc.",7.48,431969685.84,57749958,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/vnet,5
TWOU,"2U, Inc.",34.19,1609002290.09,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/twou,6
JOBS,"51job, Inc.",35.78,958666814.38,26793371,2004,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/jobs,7
CAFD,8point3 Energy Partners LP,13.565,1072620904.2,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cafd,8
EGHT,8x8 Inc,15.85,1435243874.4,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eght,9
AVHI,"A V Homes, Inc.",17.8,401748064.8,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/avhi,10
SHLM,"A. Schulman, Inc.",34.7,1022212274.9,n/a,1972,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shlm,11
AAON,"AAON, Inc.",34,1793678160,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aaon,12
ABAX,"ABAXIS, Inc.",51.41,1158524350,n/a,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/abax,13
ABEO,Abeona Therapeutics Inc.,4.85,193803904.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abeo,14
ABEOW,Abeona Therapeutics Inc.,2.6499,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abeow,15
ABIL,Ability Inc.,3.21,82677215.82,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/abil,16
ABMD,"ABIOMED, Inc.",104.96,4553269025.28,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/abmd,17
AXAS,Abraxas Petroleum Corporation,2.47,333697000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/axas,18
ACIU,AC Immune SA,12.14,672507949.88,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aciu,19
ACIA,"Acacia Communications, Inc.",57.25,2142458906.75,n/a,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/acia,20
ACTG,Acacia Research Corporation,5.9,297733942,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/actg,21
ACHC,"Acadia Healthcare Company, Inc.",38.8,3395026422.8,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/achc,22
ACAD,ACADIA Pharmaceuticals Inc.,36.61,4433977902.06,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acad,23
ACST,"Acasti Pharma, Inc.",1.31,14032769.78,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acst,24
AXDX,"Accelerate Diagnostics, Inc.",22.5,1157331307.5,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/axdx,25
ACCP,"Accelerated Pharma, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/accp,26
XLRN,Acceleron Pharma Inc.,23.93,903273816.79,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/xlrn,27
ANCX,Access National Corporation,27,286477533,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ancx,28
ARAY,Accuray Incorporated,5.6,457485772.8,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/aray,29
ACRX,"AcelRx Pharmaceuticals, Inc.",3,136001370,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrx,30
ACET,Aceto Corporation,15.67,470904388.11,n/a,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/acet,31
AKAO,"Achaogen, Inc.",17.33,605274512,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akao,32
ACHN,"Achillion Pharmaceuticals, Inc.",4.32,590461436.16,n/a,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/achn,33
ACIW,"ACI Worldwide, Inc.",19.48,2284794103,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/aciw,34
ACRS,"Aclaris Therapeutics, Inc.",25.87,673913111.95,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrs,35
ACNB,ACNB Corporation,29.9,181225753.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acnb,36
ACOR,"Acorda Therapeutics, Inc.",21.55,993763294.3,n/a,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/acor,37
ATVI,"Activision Blizzard, Inc",40.01,29735966973.71,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/atvi,38
ACTA,Actua Corporation,14.1,491940991.2,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acta,39
ACUR,"Acura Pharmaceuticals, Inc.",0.535,6331083.535,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acur,40
ACXM,Acxiom Corporation,28.55,2215438659.6,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acxm,41
ADMS,"Adamas Pharmaceuticals, Inc.",16.37,359852362.73,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adms,42
ADMP,Adamis Pharmaceuticals Corporation,3.1,66912982.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/admp,43
ADAP,Adaptimmune Therapeutics plc,4.54,147753355.68,32544792,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adap,44
ADUS,Addus HomeCare Corporation,35.7,409246985.7,n/a,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/adus,45
AEY,"ADDvantage Technologies Group, Inc.",1.8402,18649019.247,n/a,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/aey,46
IOTS,Adesto Technologies Corporation,4.1,63508799.1,n/a,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/iots,47
ADMA,ADMA Biologics Inc,4.97,64047102.77,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adma,48
ADBE,Adobe Systems Incorporated,115.17,56903017965.75,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adbe,49
ADTN,"ADTRAN, Inc.",21.75,1052660067,n/a,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/adtn,50
ADRO,"Aduro Biotech, Inc.",12.15,816263973,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adro,51
AAAP,Advanced Accelerator Applications S.A.,34.25,1197701162.25,34969377,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aaap,52
ADES,"Advanced Emissions Solutions, Inc.",10.12,222662618.2,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ades,53
AEIS,"Advanced Energy Industries, Inc.",61.7,2448795998.4,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeis,54
AMD,"Advanced Micro Devices, Inc.",12.24,11344873083.84,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/amd,55
ADXS,"Advaxis, Inc.",9.2,369353734,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxs,56
ADXSW,"Advaxis, Inc.",5.3908,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxsw,57
ADVM,"Adverum Biotechnologies, Inc.",2.9,120983693.5,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/advm,58
MAUI,AdvisorShares Market Adaptive Unconstrained Income ETF,24.2,1210000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/maui,59
AEGN,Aegion Corp,23.62,802198336.26,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/aegn,60
AGLE,"Aeglea BioTherapeutics, Inc.",4.02,53991948.66,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agle,61
AEHR,Aehr Test Systems,2.3,37619906.3,n/a,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aehr,62
AMTX,"Aemetis, Inc",1.56,30978763.92,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amtx,63
AERI,"Aerie Pharmaceuticals, Inc.",44.3,1478830131,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aeri,64
AVAV,"AeroVironment, Inc.",26.41,617679985.1,n/a,2007,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/avav,65
AEZS,AEterna Zentaris Inc.,2.95,38108085.25,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aezs,66
AEMD,"Aethlon Medical, Inc.",4.51,34840074.72,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/aemd,67
GNMX,"Aevi Genomic Medicine, Inc.",4.95,183634322.85,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gnmx,68
AFMD,Affimed N.V.,2,66518808,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/afmd,69
AGEN,Agenus Inc.,4.12,358959861.6,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agen,70
AGRX,"Agile Therapeutics, Inc.",2.33,67005485.27,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agrx,71
AGYS,"Agilysys, Inc.",9.36,219012056.64,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/agys,72
AGIO,"Agios Pharmaceuticals, Inc.",43.9,1844448710.3,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agio,73
AGNC,AGNC Investment Corp.,18.94,6270012698.38,n/a,2008,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agnc,74
AGNCB,AGNC Investment Corp.,25.579,8861846673.057,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncb,75
AGNCP,AGNC Investment Corp.,25.49,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncp,76
AGFS,"AgroFresh Solutions, Inc.",2.77,138288266.74,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfs,77
AGFSW,"AgroFresh Solutions, Inc.",0.15,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfsw,78
AIMT,"Aimmune Therapeutics, Inc.",18.73,793826903.39,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aimt,79
AIRM,Air Methods Corporation,38.7,1408351940.1,n/a,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/airm,80
AIRT,"Air T, Inc.",22.195,45339701.855,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/airt,81
ATSG,"Air Transport Services Group, Inc",16.59,988238080.41,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/atsg,82
AIRG,"Airgain, Inc.",16.72,154920949.04,n/a,2016,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/airg,83
AMCN,AirMedia Group Inc,2.43,106603334.55,43869685,2007,Technology,Advertising,http://www.nasdaq.com/symbol/amcn,84
AKAM,"Akamai Technologies, Inc.",69.55,12053008810.05,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/akam,85
AKTX,Akari Therapeutics Plc,7,3501652,500236,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aktx,86
AKBA,"Akebia Therapeutics, Inc.",10,383244720,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akba,87
AKER,Akers Biosciences Inc,1.25,9052556.25,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/aker,88
AKRX,"Akorn, Inc.",20.08,2514833878.48,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akrx,89
ALRM,"Alarm.com Holdings, Inc.",27.92,1283602930.64,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/alrm,90
ALSK,"Alaska Communications Systems Group, Inc.",1.66,85255106.68,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/alsk,91
AMRI,"Albany Molecular Research, Inc.",18.7,802059699.1,n/a,1999,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/amri,92
ALBO,"Albireo Pharma, Inc.",19.9,125223615.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/albo,93
ABDC,Alcentra Capital Corp.,11.96,161348006.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abdc,94
ADHD,Alcobra Ltd.,1.36,37482851.2,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adhd,95
ALDR,"Alder BioPharmaceuticals, Inc.",21.3,1071310359.3,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldr,96
ALDX,"Aldeyra Therapeutics, Inc.",5,62881630,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldx,97
ALXN,"Alexion Pharmaceuticals, Inc.",126.98,28434720286,n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxn,98
ALCO,"Alico, Inc.",27.95,232676678.65,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/alco,99
ALGN,"Align Technology, Inc.",95.82,7635838499.64,n/a,2001,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/algn,100
ALIM,"Alimera Sciences, Inc.",1.16,75240968.64,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alim,101
ALJJ,"ALJ Regional Holdings, Inc.",4.03,139335803.23,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/aljj,102
ALKS,Alkermes plc,54.95,8350777985.9,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alks,103
ABTX,"Allegiance Bancshares, Inc.",32.2,415543189.6,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/abtx,104
ALGT,Allegiant Travel Company,162.1,2682129618.2,n/a,2006,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/algt,105
AIQ,"Alliance HealthCare Services, Inc.",10.2,109533220.2,n/a,2001,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aiq,106
AHGP,"Alliance Holdings GP, L.P.",30.45,1822828350,n/a,2006,Energy,Coal Mining,http://www.nasdaq.com/symbol/ahgp,107
AMMA,"Alliance MMA, Inc.",3.42,30685303.62,n/a,2016,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/amma,108
ARLP,"Alliance Resource Partners, L.P.",23.25,1729219331.25,n/a,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/arlp,109
AHPI,"Allied Healthcare Products, Inc.",2.08,8348233.92,n/a,1992,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ahpi,110
AMOT,"Allied Motion Technologies, Inc.",22.25,208511669.75,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/amot,111
ALQA,"Alliqua BioMedical, Inc.",0.57,16913054.25,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/alqa,112
ALLT,Allot Communications Ltd.,4.98,166557016.32,n/a,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/allt,113
MDRX,"Allscripts Healthcare Solutions, Inc.",11.64,2154456015.72,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdrx,114
AFAM,Almost Family Inc,48,497913504,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/afam,115
ALNY,"Alnylam Pharmaceuticals, Inc.",42.76,3669401038.44,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alny,116
AOSL,Alpha and Omega Semiconductor Limited,21.48,500390690.88,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/aosl,117
GOOG,Alphabet Inc.,801.49,552417836697.61,n/a,2004,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/goog,118
GOOGL,Alphabet Inc.,820.13,566950128090,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/googl,119
SMCP,AlphaMark Actively Managed Small Cap ETF,23.0999,25409312.5025,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/smcp,120
ATEC,"Alphatec Holdings, Inc.",3,27059991,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atec,121
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,25.538,2553851.076,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swin,122
ASPS,Altisource Portfolio Solutions S.A.,29.21,551415104.94,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps,123
AIMC,Altra Industrial Motion Corp.,38,983604274,n/a,2006,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aimc,124
AMAG,"AMAG Pharmaceuticals, Inc.",22.1,756035320.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amag,125
AMRN,Amarin Corporation plc,3.13,782189256.73,249900721,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amrn,126
AMRK,"A-Mark Precious Metals, Inc.",18.65,131136542.5,n/a,n/a,Basic Industries,Other Specialty Stores,http://www.nasdaq.com/symbol/amrk,127
AYA,Amaya Inc.,14.2,2060436003.4,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aya,128
AMZN,"Amazon.com, Inc.",810.2,384979920175.4,n/a,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn,129
AMBC,"Ambac Financial Group, Inc.",20.94,944850240.72,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambc,130
AMBCW,"Ambac Financial Group, Inc.",10.73,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw,131
AMBA,"Ambarella, Inc.",51.58,1707922840.12,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba,132
AMCX,AMC Networks Inc.,56.27,3962919806.09,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/amcx,133
DOX,Amdocs Limited,59.29,8702987237.56,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dox,134
AMDA,Amedica Corporation,0.3801,10035590.6301,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/amda,135
AMED,Amedisys Inc,46.55,1562664926.55,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amed,136
UHAL,Amerco,375.44,7361547926.72,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/uhal,137
ATAX,"America First Multifamily Investors, L.P.",5.55,334403750.4,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax,138
AMOV,"America Movil, S.A.B. de C.V.",12.41,40682462000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov,139
AAL,"American Airlines Group, Inc.",44.2,22901131895.2,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/aal,140
ACSF,"American Capital Senior Floating, Ltd.",12.7,127001270,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/acsf,141
AETI,"American Electric Technologies, Inc.",1.85,15421540.8,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeti,142
AMNB,"American National Bankshares, Inc.",36.2,311880122.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb,143
ANAT,American National Insurance Company,116.92,3146845210.72,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/anat,144
AOBC,American Outdoor Brands Corporation,20.12,1133386037.68,n/a,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aobc,145
APEI,"American Public Education, Inc.",24.25,390326933,n/a,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apei,146
ARII,"American Railcar Industries, Inc.",46.26,895678348.32,n/a,2006,Capital Goods,Railroads,http://www.nasdaq.com/symbol/arii,147
AMRB,American River Bankshares,15.08,100381437.52,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb,148
AMSWA,"American Software, Inc.",10.44,305305658.28,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amswa,149
AMSC,American Superconductor Corporation,7.04,99962382.08,n/a,1991,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/amsc,150
AMWD,American Woodmark Corporation,73.65,1196855879.85,n/a,1986,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/amwd,151
CRMT,"America&#39;s Car-Mart, Inc.",43,339761920,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt,152
ABCB,Ameris Bancorp,46.4,1620356393.6,n/a,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/abcb,153
AMSF,"AMERISAFE, Inc.",64.85,1247074254.75,n/a,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/amsf,154
ASRV,AmeriServ Financial Inc.,3.9,73723540.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrv,155
ASRVP,AmeriServ Financial Inc.,26.8955,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp,156
ATLO,Ames National Corporation,32.2,299811398.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo,157
AMGN,Amgen Inc.,167.53,124629331901.69,n/a,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/amgn,158
FOLD,"Amicus Therapeutics, Inc.",5.77,823332759.22,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fold,159
AMKR,"Amkor Technology, Inc.",10.07,2393588448.6,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/amkr,160
AMPH,"Amphastar Pharmaceuticals, Inc.",16.12,741903623.76,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amph,161
IBUY,Amplify Online Retail ETF,28.35,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibuy,162
ASYS,"Amtech Systems, Inc.",5.49,72355647.15,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asys,163
AFSI,"AmTrust Financial Services, Inc.",27.08,4615806662.04,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afsi,164
AMRS,"Amyris, Inc.",0.491,129140894.789,n/a,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amrs,165
ADI,"Analog Devices, Inc.",75.52,23273040691.2,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adi,166
ALOG,Analogic Corporation,76.55,953495240.95,n/a,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/alog,167
ANAB,"AnaptysBio, Inc.",17.53,0,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/anab,168
AVXL,Anavex Life Sciences Corp.,4.77,188944312.59,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/avxl,169
ANCB,Anchor Bancorp,26.8,67139869.2,n/a,2011,Finance,Banks,http://www.nasdaq.com/symbol/ancb,170
ANDA,Andina Acquisition Corp. II,10.045,53338950,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/anda,171
ANDAR,Andina Acquisition Corp. II,0.4401,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andar,172
ANDAU,Andina Acquisition Corp. II,10.654,17579110.654,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andau,173
ANDAW,Andina Acquisition Corp. II,0.3,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andaw,174
ANGI,"Angie&#39;s List, Inc.",6.42,379766529.3,n/a,2011,Consumer Services,Advertising,http://www.nasdaq.com/symbol/angi,175
ANGO,"AngioDynamics, Inc.",16.3,605494844.9,n/a,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ango,176
ANIP,"ANI Pharmaceuticals, Inc.",61.75,715760058,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anip,177
ANIK,Anika Therapeutics Inc.,50.35,736279378.75,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/anik,178
ANSS,"ANSYS, Inc.",95.17,8234787628.29,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/anss,179
ATRS,"Antares Pharma, Inc.",2.25,348945135.75,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrs,180
ANTH,"Anthera Pharmaceuticals, Inc.",0.6189,25966027.4814,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anth,181
ABAC,"Aoxin Tianli Group, Inc.",3.75,29955918.75,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/abac,182
APOG,"Apogee Enterprises, Inc.",57.8,1655756602.4,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/apog,183
APEN,"Apollo Endosurgery, Inc.",13.2,1049096.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apen,184
AINV,Apollo Investment Corporation,6.02,1323070507.08,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/ainv,185
AMEH,"Apollo Medical Holdings, Inc.",10,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ameh,186
APPF,"AppFolio, Inc.",23,775024537,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/appf,187
AAPL,Apple Inc.,129.08,678678889280,n/a,1980,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/aapl,188
